"x" "y" "layer"
"3613" -119.434848093492 34.3 184.8
"3614" -119.40228116729 34.3 80
"3615" -119.369714241089 34.3 179.3
"3729" -119.40228116729 34.3 263.2
"3730" -119.369714241089 34.3 77
"3731" -119.337147314887 34.3 87.2
"3846" -119.337147314887 34.3 96.9
"3847" -119.304580388686 34.3 88
"3848" -119.272013462484 34.3 93.4
"3963" -119.272013462484 34.3 70
"3964" -119.239446536283 34.3 166.5
"4078" -119.272013462484 34.2 97.2
"4079" -119.239446536283 34.2 170.3
"4193" -119.272013462484 34.2 178.1
"4194" -119.239446536283 34.2 155.7
"4309" -119.239446536283 34.2 66.7
"4310" -119.206879610081 34.2 140.1
"4424" -119.239446536283 34.1 244.8
"4425" -119.206879610081 34.1 67.1
"4426" -119.17431268388 34.1 132.7
"4541" -119.17431268388 34.1 110.8
"4542" -119.141745757678 34.1 107.8
"4543" -119.109178831477 34.1 41.5
"4633" -119.923351986514 34.1 55.1
"4657" -119.141745757678 34.1 100.5
"4658" -119.109178831477 34.1 69.1
"4659" -119.076611905275 34.1 75.5
"4660" -119.044044979074 34.1 162.7
"4661" -119.011478052872 34.1 139.6
"4748" -119.923351986514 34.1 101.9
"4749" -119.890785060313 34.1 55
"4776" -119.011478052872 34.1 441.8
"4777" -118.978911126671 34.1 65
"4778" -118.94634420047 34.1 65
"4864" -119.890785060313 34 54.6
"4875" -119.532548872096 34 120.8
"4893" -118.94634420047 34 142.3
"4894" -118.913777274268 34 66.6
"4895" -118.881210348067 34 53.2
"4896" -118.848643421865 34 52.5
"4900" -118.718375717059 34 78.9
"4901" -118.685808790858 34 78.3
"4902" -118.653241864656 34 78.1
"4903" -118.620674938455 34 77.8
"4905" -118.555541086052 34 76.4
"4906" -118.52297415985 34 74.8
"4979" -119.890785060313 34 55.8
"4989" -119.565115798298 34 158.8
"4990" -119.532548872096 34 123.2
"4993" -119.434848093492 34 98.7
"4994" -119.40228116729 34 113.9
"4995" -119.369714241089 34 119.8
"5012" -118.816076495664 34 54.1
"5021" -118.52297415985 34 76.2
"5022" -118.490407233649 34 105.6
"5094" -119.890785060313 34 55.7
"5095" -119.858218134111 34 115.5
"5096" -119.82565120791 34 99.8
"5100" -119.695383503104 34 141.8
"5101" -119.662816576902 34 150.3
"5102" -119.630249650701 34 115.7
"5103" -119.597682724499 34 254.5
"5206" -119.988485838917 34 53.4
"5207" -119.955918912715 34 53.4
"5210" -119.858218134111 34 55.8
"5211" -119.82565120791 34 80.1
"5212" -119.793084281708 34 62.4
"5213" -119.760517355507 34 76.4
"5214" -119.727950429305 34 63.1
"5215" -119.695383503104 34 252.1
"5253" -118.457840307447 34 61.4
"5254" -118.425273381246 34 63.9
"5369" -118.425273381246 33.9 60.7
"5484" -118.425273381246 33.9 186
"5485" -118.392706455044 33.9 200.8
"5599" -118.425273381246 33.9 42
"5600" -118.392706455044 33.9 41.8
"5715" -118.392706455044 33.8 41.9
"5944" -118.425273381246 33.8 54.1
"5945" -118.392706455044 33.8 52.6
"6059" -118.425273381246 33.8 54.9
"6174" -118.425273381246 33.7 122.9
"6175" -118.392706455044 33.7 120.8
"6176" -118.360139528843 33.7 128.4
"6179" -118.262438750238 33.7 88.2
"6180" -118.229871824037 33.7 87.4
"6181" -118.197304897835 33.7 84.1
"6184" -118.099604119231 33.7 83.3
"6292" -118.327572602641 33.7 119.5
"6293" -118.29500567644 33.7 105.2
"6294" -118.262438750238 33.7 90.9
"6300" -118.067037193029 33.7 78.4
"6416" -118.034470266828 33.7 78.4
"6531" -118.034470266828 33.7 84.9
"6532" -118.001903340627 33.7 75.7
"6648" -117.969336414425 33.6 81.1
"6649" -117.936769488224 33.6 83.3
"6764" -117.936769488224 33.6 82.6
"6765" -117.904202562022 33.6 80.4
"6881" -117.871635635821 33.6 78.8
"6882" -117.839068709619 33.6 75.9
"6997" -117.839068709619 33.5 79.6
"6998" -117.806501783418 33.5 65.3
"6999" -117.773934857216 33.5 74.2
"7114" -117.773934857216 33.5 52.9
"7115" -117.741367931015 33.5 74
"7190" -119.044044979074 33.5 163.8
"7230" -117.741367931015 33.5 72.6
"7305" -119.044044979074 33.5 154.2
"7319" -118.588108012253 33.5 61.8
"7345" -117.741367931015 33.5 79.6
"7346" -117.708801004813 33.5 75.4
"7434" -118.588108012253 33.4 206.8
"7435" -118.555541086052 33.4 195.1
"7436" -118.52297415985 33.4 78.5
"7437" -118.490407233649 33.4 83.7
"7462" -117.676234078612 33.4 52.3
"7463" -117.64366715241 33.4 49.9
"7551" -118.52297415985 33.4 168.3
"7552" -118.490407233649 33.4 66.5
"7553" -118.457840307447 33.4 121.3
"7554" -118.425273381246 33.4 66.1
"7555" -118.392706455044 33.4 51.2
"7556" -118.360139528843 33.4 153.1
"7578" -117.64366715241 33.4 52.4
"7579" -117.611100226209 33.4 52.3
"7667" -118.490407233649 33.4 72.3
"7668" -118.457840307447 33.4 78.8
"7670" -118.392706455044 33.4 138.4
"7671" -118.360139528843 33.4 144.3
"7695" -117.578533300007 33.4 41.5
"7782" -118.490407233649 33.4 108.1
"7783" -118.457840307447 33.4 173.4
"7786" -118.360139528843 33.4 127.9
"7787" -118.327572602641 33.4 74.2
"7810" -117.578533300007 33.4 59.2
"7811" -117.545966373806 33.4 55.2
"7897" -118.490407233649 33.3 76.2
"7898" -118.457840307447 33.3 75.8
"7902" -118.327572602641 33.3 73.1
"7903" -118.29500567644 33.3 226.4
"7927" -117.513399447604 33.3 52.3
"8013" -118.457840307447 33.3 71.6
"8014" -118.425273381246 33.3 75.9
"8017" -118.327572602641 33.3 105.5
"8018" -118.29500567644 33.3 145.5
"8043" -117.480832521403 33.3 52
"8158" -117.480832521403 33.3 41
"8159" -117.448265595201 33.3 48.7
"8274" -117.448265595201 33.3 50.2
"8275" -117.415698669 33.3 52.2
"8506" -117.383131742798 33.2 40.6
"8737" -117.350564816597 33.1 206.9
"8853" -117.317997890395 33.1 184.5
"8968" -117.317997890395 33.1 154.6
"9083" -117.317997890395 33.1 212.9
"9084" -117.285430964194 33.1 205.7
"9199" -117.285430964194 33 189.5
"9314" -117.285430964194 33 202.2
"9429" -117.285430964194 33 127.8
"9430" -117.252864037992 33 209.2
"9545" -117.252864037992 33 195.3
"9660" -117.252864037992 32.9 146.2
"9775" -117.252864037992 32.9 183.9
"9890" -117.252864037992 32.9 181.2
