"x" "y" "layer"
"11634" -119.690420127794 34.4 73.1
"11635" -119.65752081921 34.4 55.9
"11636" -119.624621510625 34.4 107.5
"11637" -119.591722202041 34.4 68
"11638" -119.558822893457 34.4 67.9
"11639" -119.525923584872 34.4 44.6
"11769" -119.8878159793 34.4 171.2
"11770" -119.854916670716 34.4 313.6
"11773" -119.756218744963 34.4 140.7
"11774" -119.723319436378 34.4 250.6
"11775" -119.690420127794 34.4 143.5
"11779" -119.558822893457 34.4 104.2
"11780" -119.525923584872 34.4 56.5
"11781" -119.493024276288 34.4 79.5
"11922" -119.493024276288 34.4 63.5
"11923" -119.460124967703 34.4 77.9
"11924" -119.427225659119 34.4 123.7
"12064" -119.460124967703 34.3 157.8
"12065" -119.427225659119 34.3 110.5
"12066" -119.394326350535 34.3 101.2
"12207" -119.394326350535 34.3 109.4
"12208" -119.36142704195 34.3 108.6
"12209" -119.328527733366 34.3 171.8
"12349" -119.36142704195 34.3 185.5
"12350" -119.328527733366 34.3 56.4
"12351" -119.295628424781 34.3 131.2
"12492" -119.295628424781 34.3 154.2
"12493" -119.262729116197 34.3 125.3
"12634" -119.262729116197 34.2 104.9
"12775" -119.262729116197 34.2 120.9
"12776" -119.229829807613 34.2 157
"12916" -119.262729116197 34.2 116.7
"12917" -119.229829807613 34.2 174.9
"13058" -119.229829807613 34.2 69.9
"13059" -119.196930499028 34.2 201.5
"13200" -119.196930499028 34.1 382.7
"13201" -119.164031190444 34.1 116.5
"13342" -119.164031190444 34.1 421.5
"13343" -119.131131881859 34.1 155.6
"13344" -119.098232573275 34.1 117.8
"13345" -119.065333264691 34.1 69.3
"13346" -119.032433956106 34.1 127.2
"13460" -119.920715287885 34.1 65
"13486" -119.065333264691 34.1 112.7
"13487" -119.032433956106 34.1 103.7
"13488" -118.999534647522 34.1 67.3
"13585" -120.447104225235 34 148.9
"13586" -120.414204916651 34 121.2
"13601" -119.920715287885 34 149.5
"13602" -119.8878159793 34 127.6
"13612" -119.558822893457 34 113.3
"13613" -119.525923584872 34 110.6
"13630" -118.966635338938 34 42.5
"13631" -118.933736030353 34 67.3
"13632" -118.900836721769 34 67.2
"13633" -118.867937413184 34 69.3
"13636" -118.769239487431 34 70.9
"13637" -118.736340178847 34 62.8
"13638" -118.703440870262 34 69.6
"13639" -118.670541561678 34 69.4
"13640" -118.637642253094 34 66.7
"13641" -118.604742944509 34 69.8
"13642" -118.571843635925 34 69.6
"13643" -118.53894432734 34 66.8
"13727" -120.414204916651 34 139.3
"13728" -120.381305608066 34 116.9
"13729" -120.348406299482 34 137.9
"13730" -120.315506990898 34 64.7
"13731" -120.282607682313 34 144.3
"13743" -119.8878159793 34 143.6
"13756" -119.460124967703 34 216.7
"13757" -119.427225659119 34 101.8
"13758" -119.394326350535 34 178.4
"13759" -119.36142704195 34 184.2
"13775" -118.8350381046 34 70
"13776" -118.802138796016 34 69.7
"13777" -118.769239487431 34 66
"13779" -118.703440870262 34 71.6
"13784" -118.53894432734 34 68.8
"13785" -118.506045018756 34 62.9
"13873" -120.249708373729 34 121.6
"13874" -120.216809065144 34 136.7
"13884" -119.8878159793 34 120.4
"13885" -119.854916670716 34 147.7
"13890" -119.690420127794 34 63.4
"13891" -119.65752081921 34 66.4
"13892" -119.624621510625 34 120.6
"13893" -119.591722202041 34 58.6
"13894" -119.558822893457 34 101.5
"13898" -119.427225659119 34 40.1
"13917" -118.802138796016 34 70.9
"13927" -118.473145710172 34 69.8
"14015" -120.216809065144 34 117.4
"14016" -120.18390975656 34 131
"14026" -119.854916670716 34 92
"14027" -119.822017362132 34 86.7
"14028" -119.789118053547 34 85.7
"14029" -119.756218744963 34 63.1
"14030" -119.723319436378 34 72.4
"14031" -119.690420127794 34 78.3
"14068" -118.473145710172 34 68.8
"14069" -118.440246401587 34 68.2
"14157" -120.18390975656 33.9 96.6
"14161" -120.052312522222 33.9 167.4
"14162" -120.019413213638 33.9 153.8
"14163" -119.986513905054 33.9 153.1
"14168" -119.822017362132 33.9 101.1
"14210" -118.440246401587 33.9 67
"14298" -120.18390975656 33.9 153
"14299" -120.151010447976 33.9 122.4
"14300" -120.118111139391 33.9 153.4
"14301" -120.085211830807 33.9 156.4
"14302" -120.052312522222 33.9 219.5
"14351" -118.440246401587 33.9 66.8
"14352" -118.407347093003 33.9 60
"14441" -120.118111139391 33.9 324.9
"14493" -118.407347093003 33.9 67.5
"14634" -118.407347093003 33.9 67.5
"15056" -118.440246401587 33.8 71.6
"15057" -118.407347093003 33.8 65.3
"15064" -118.177051932912 33.8 126.1
"15065" -118.144152624328 33.8 127.2
"15198" -118.407347093003 33.7 67.7
"15199" -118.374447784419 33.7 65.5
"15200" -118.341548475834 33.7 70.4
"15202" -118.275749858665 33.7 108.3
"15203" -118.242850550081 33.7 82
"15204" -118.209951241497 33.7 85.2
"15205" -118.177051932912 33.7 86.7
"15206" -118.144152624328 33.7 120.8
"15207" -118.111253315743 33.7 109.6
"15208" -118.078354007159 33.7 127.2
"15341" -118.341548475834 33.7 98.4
"15342" -118.30864916725 33.7 84.5
"15343" -118.275749858665 33.7 69.4
"15349" -118.078354007159 33.7 123.5
"15350" -118.045454698575 33.7 123.9
"15491" -118.045454698575 33.7 99.5
"15632" -118.045454698575 33.7 126.3
"15633" -118.01255538999 33.7 120.8
"15634" -117.979656081406 33.7 48.2
"15775" -117.979656081406 33.6 118
"15776" -117.946756772821 33.6 120.9
"15917" -117.946756772821 33.6 103.8
"15918" -117.913857464237 33.6 94.7
"15919" -117.880958155653 33.6 115.9
"16060" -117.880958155653 33.6 94.4
"16061" -117.848058847068 33.6 100.2
"16062" -117.815159538484 33.6 48.2
"16202" -117.848058847068 33.6 50
"16203" -117.815159538484 33.6 103.6
"16204" -117.782260229899 33.6 126.8
"16345" -117.782260229899 33.5 90.9
"16346" -117.749360921315 33.5 110.6
"16487" -117.749360921315 33.5 87.5
"16602" -118.604742944509 33.5 158.2
"16603" -118.571843635925 33.5 82.2
"16628" -117.749360921315 33.5 54.1
"16629" -117.716461612731 33.5 58.1
"16744" -118.571843635925 33.4 130.9
"16745" -118.53894432734 33.4 66.6
"16746" -118.506045018756 33.4 71.2
"16770" -117.716461612731 33.4 53.1
"16771" -117.683562304146 33.4 53.8
"16772" -117.650662995562 33.4 51.4
"16885" -118.571843635925 33.4 138.4
"16886" -118.53894432734 33.4 86.3
"16887" -118.506045018756 33.4 51.7
"16888" -118.473145710172 33.4 60.3
"16889" -118.440246401587 33.4 409.1
"16890" -118.407347093003 33.4 83.6
"16891" -118.374447784419 33.4 97
"16913" -117.650662995562 33.4 51.8
"16914" -117.617763686978 33.4 49.7
"17029" -118.473145710172 33.4 70.3
"17032" -118.374447784419 33.4 59.2
"17055" -117.617763686978 33.4 55.5
"17056" -117.584864378393 33.4 59
"17170" -118.473145710172 33.4 77.7
"17173" -118.374447784419 33.4 156.7
"17174" -118.341548475834 33.4 57
"17197" -117.584864378393 33.4 56.9
"17198" -117.551965069809 33.4 56.5
"17199" -117.519065761224 33.4 44.1
"17311" -118.473145710172 33.3 105.1
"17315" -118.341548475834 33.3 78.2
"17316" -118.30864916725 33.3 72.6
"17340" -117.519065761224 33.3 55.7
"17452" -118.473145710172 33.3 124.4
"17453" -118.440246401587 33.3 104.9
"17454" -118.407347093003 33.3 125.1
"17455" -118.374447784419 33.3 127.2
"17457" -118.30864916725 33.3 118.3
"17482" -117.48616645264 33.3 56.4
"17623" -117.48616645264 33.3 56.7
"17624" -117.453267144056 33.3 56.2
"17765" -117.453267144056 33.3 56.4
"17766" -117.420367835471 33.3 58.2
"17907" -117.420367835471 33.2 52.9
