"x" "y" "layer"
"6090" -119.984044752232 34.5 57.2
"6091" -119.951381205757 34.5 61.6
"6222" -120.473997949355 34.4 83.8
"6223" -120.44133440288 34.4 126.2
"6237" -119.984044752232 34.4 49.4
"6238" -119.951381205757 34.4 57.3
"6239" -119.918717659282 34.4 59.4
"6240" -119.886054112807 34.4 66.4
"6248" -119.624745741008 34.4 47.6
"6249" -119.592082194534 34.4 45.8
"6387" -119.886054112807 34.4 56.7
"6388" -119.853390566332 34.4 66.8
"6390" -119.788063473383 34.4 68.4
"6391" -119.755399926908 34.4 54
"6392" -119.722736380433 34.4 61.7
"6393" -119.690072833958 34.4 47.6
"6394" -119.657409287483 34.4 46.9
"6395" -119.624745741008 34.4 46.9
"6396" -119.592082194534 34.4 46.5
"6397" -119.559418648059 34.4 149.3
"6398" -119.526755101584 34.4 87.3
"6539" -119.722736380433 34.4 71.3
"6545" -119.526755101584 34.4 83.2
"6546" -119.494091555109 34.4 81.3
"6547" -119.461428008634 34.4 63.7
"6548" -119.428764462159 34.4 145.2
"6694" -119.461428008634 34.4 77.3
"6695" -119.428764462159 34.4 72.7
"6696" -119.396100915685 34.4 42.9
"6842" -119.428764462159 34.3 81.1
"6843" -119.396100915685 34.3 54
"6844" -119.36343736921 34.3 69.5
"6991" -119.36343736921 34.3 68.5
"6992" -119.330773822735 34.3 67.2
"7139" -119.330773822735 34.3 64.9
"7140" -119.29811027626 34.3 61.8
"7141" -119.265446729785 34.3 55.6
"7288" -119.265446729785 34.2 55.7
"7435" -119.265446729785 34.2 53.8
"7582" -119.265446729785 34.2 53.1
"7583" -119.23278318331 34.2 58.4
"7730" -119.23278318331 34.2 45.8
"7731" -119.200119636835 34.2 57.7
"7877" -119.23278318331 34.1 60.6
"7878" -119.200119636835 34.1 40.4
"7879" -119.167456090361 34.1 58.7
"8026" -119.167456090361 34.1 59.8
"8027" -119.134792543886 34.1 61.4
"8028" -119.102128997411 34.1 62.7
"8029" -119.069465450936 34.1 62.9
"8150" -119.918717659282 34.1 49.7
"8175" -119.102128997411 34.1 43
"8176" -119.069465450936 34.1 61.8
"8177" -119.036801904461 34.1 65.1
"8297" -119.918717659282 34.1 47.4
"8298" -119.886054112807 34.1 50.6
"8307" -119.592082194534 34.1 54.6
"8308" -119.559418648059 34.1 54.9
"8325" -119.004138357986 34.1 63.5
"8326" -118.971474811511 34.1 61.6
"8327" -118.938811265037 34.1 66.4
"8445" -119.886054112807 34 54.7
"8453" -119.624745741008 34 54.5
"8455" -119.559418648059 34 55.8
"8456" -119.526755101584 34 55.6
"8477" -118.840820625612 34 45.2
"8581" -120.245353124031 34 47.4
"8592" -119.886054112807 34 62.8
"8599" -119.657409287483 34 198.1
"8600" -119.624745741008 34 68
"8625" -118.808157079137 34 45.1
"8729" -120.212689577556 34 48.1
"8736" -119.984044752232 34 52.9
"8739" -119.886054112807 34 53.6
"8740" -119.853390566332 34 116.9
"8741" -119.820727019858 34 112.6
"8742" -119.788063473383 34 148.4
"8743" -119.755399926908 34 75.4
"8744" -119.722736380433 34 74.5
"8745" -119.690072833958 34 59.2
"8746" -119.657409287483 34 85.1
"8747" -119.624745741008 34 87.8
"8876" -120.212689577556 33.9 50.5
"8877" -120.180026031081 33.9 50.4
"8882" -120.016708298707 33.9 50.4
"8883" -119.984044752232 33.9 66.1
"8888" -119.820727019858 33.9 66.9
"8889" -119.788063473383 33.9 60.7
"8890" -119.755399926908 33.9 128.7
"8891" -119.722736380433 33.9 88.9
"9024" -120.180026031081 33.9 50.7
"9025" -120.147362484606 33.9 72.8
"9026" -120.114698938131 33.9 67.8
"9027" -120.082035391656 33.9 58.3
"9028" -120.049371845182 33.9 50.7
"9029" -120.016708298707 33.9 69.6
"9172" -120.147362484606 33.9 67.5
"9173" -120.114698938131 33.9 48.8
"9174" -120.082035391656 33.9 72.7
"9960" -118.416194521439 33.8 277.1
"9965" -118.252876789065 33.8 222.2
"9967" -118.187549696115 33.8 212.9
"9968" -118.15488614964 33.8 198.9
"9969" -118.122222603165 33.8 192.6
"10107" -118.416194521439 33.7 281.5
"10108" -118.383530974964 33.7 161.8
"10109" -118.350867428489 33.7 188.6
"10112" -118.252876789065 33.7 219.6
"10113" -118.22021324259 33.7 218.3
"10116" -118.122222603165 33.7 209.2
"10117" -118.089559056691 33.7 205.7
"10118" -118.056895510216 33.7 161.8
"10257" -118.318203882014 33.7 241.8
"10258" -118.28554033554 33.7 196.2
"10265" -118.056895510216 33.7 132.7
"10266" -118.024231963741 33.7 157.9
"10412" -118.056895510216 33.7 123.9
"10413" -118.024231963741 33.7 95.3
"10560" -118.024231963741 33.7 144.8
"10561" -117.991568417266 33.7 65.2
"10562" -117.958904870791 33.7 95.5
"10709" -117.958904870791 33.6 61.4
"10710" -117.926241324316 33.6 49.1
"10857" -117.926241324316 33.6 61.5
"10858" -117.893577777841 33.6 47.1
"10859" -117.860914231367 33.6 78.4
"11006" -117.860914231367 33.6 95.5
"11007" -117.828250684892 33.6 99
"11154" -117.828250684892 33.5 143.2
"11155" -117.795587138417 33.5 88
"11156" -117.762923591942 33.5 154.8
"11303" -117.762923591942 33.5 136.7
"11304" -117.730260045467 33.5 150
"11411" -119.036801904461 33.5 49.4
"11424" -118.612175800288 33.5 68.5
"11450" -117.762923591942 33.5 138.4
"11451" -117.730260045467 33.5 89.6
"11571" -118.612175800288 33.5 157.2
"11572" -118.579512253813 33.5 126.9
"11598" -117.730260045467 33.5 124.2
"11599" -117.697596498992 33.5 144.6
"11719" -118.579512253813 33.4 135.8
"11720" -118.546848707338 33.4 45.6
"11721" -118.514185160864 33.4 57.4
"11722" -118.481521614389 33.4 65.8
"11724" -118.416194521439 33.4 45.2
"11748" -117.632269406043 33.4 61
"11868" -118.514185160864 33.4 506.8
"11869" -118.481521614389 33.4 75.5
"11871" -118.416194521439 33.4 66.8
"11872" -118.383530974964 33.4 136
"11896" -117.599605859568 33.4 61.5
"12016" -118.481521614389 33.4 74.2
"12020" -118.350867428489 33.4 136.4
"12043" -117.599605859568 33.4 41.5
"12167" -118.350867428489 33.4 101.3
"12168" -118.318203882014 33.4 70.9
"12192" -117.534278766618 33.4 48.2
"12311" -118.448858067914 33.3 44.6
"12312" -118.416194521439 33.3 42
"12313" -118.383530974964 33.3 41
"12314" -118.350867428489 33.3 41
"12315" -118.318203882014 33.3 79.3
"12340" -117.501615220143 33.3 68.2
"12461" -118.350867428489 33.3 41.4
"12462" -118.318203882014 33.3 75.5
"12487" -117.501615220143 33.3 40.1
"12488" -117.468951673668 33.3 67.6
"12635" -117.468951673668 33.3 68.3
"12636" -117.436288127194 33.3 65.5
"12783" -117.436288127194 33.2 64.1
"12784" -117.403624580719 33.2 69.4
"12931" -117.403624580719 33.2 71.3
"13078" -117.403624580719 33.2 66.9
"13079" -117.370961034244 33.2 67.1
"13226" -117.370961034244 33.2 60.3
"13374" -117.338297487769 33.1 56.3
"13521" -117.338297487769 33.1 57.5
"14552" -117.272970394819 32.9 63.7
"15435" -117.240306848344 32.8 61.3
