"x" "y" "layer"
"4579" -119.217106679958 34.1 64.7
"4580" -119.184537581479 34.1 99.6
"4581" -119.151968483001 34.1 145.5
"4696" -119.184537581479 34.1 121.4
"4697" -119.151968483001 34.1 62.5
"4698" -119.119399384522 34.1 125.2
"4789" -119.933626846489 34.1 55.1
"4813" -119.151968483001 34.1 144
"4814" -119.119399384522 34.1 48.3
"4815" -119.086830286043 34.1 73.4
"4816" -119.054261187565 34.1 132.3
"4817" -119.021692089086 34.1 165.6
"4905" -119.933626846489 34.1 54.9
"4906" -119.90105774801 34.1 101.8
"4933" -119.021692089086 34.1 171.7
"4934" -118.989122990607 34.1 69
"4935" -118.956553892129 34.1 78.2
"5022" -119.90105774801 34 54.8
"5023" -119.868488649532 34 54.9
"5033" -119.542797664745 34 117.3
"5051" -118.956553892129 34 138
"5052" -118.92398479365 34 85.9
"5053" -118.891415695171 34 94.1
"5054" -118.858846596692 34 52.3
"5057" -118.761139301256 34 103.1
"5058" -118.728570202778 34 79.6
"5059" -118.696001104299 34 77.7
"5060" -118.66343200582 34 77.8
"5061" -118.630862907342 34 77.8
"5063" -118.565724710384 34 76.4
"5064" -118.533155611906 34 74.8
"5065" -118.500586513427 34 76.4
"5138" -119.90105774801 34 55
"5148" -119.575366763224 34 162.6
"5149" -119.542797664745 34 122.6
"5152" -119.445090369309 34 128.5
"5153" -119.41252127083 34 81.2
"5154" -119.379952172351 34 118.1
"5155" -119.347383073873 34 45.1
"5171" -118.826277498214 34 54.1
"5181" -118.500586513427 34 107.3
"5182" -118.468017414948 34 111.4
"5244" -120.226748732797 34 93.8
"5255" -119.868488649532 34 107.7
"5256" -119.835919551053 34 108
"5260" -119.705643157138 34 139.1
"5261" -119.67307405866 34 118.6
"5262" -119.640504960181 34 60.8
"5263" -119.607935861702 34 85.2
"5264" -119.575366763224 34 122.7
"5298" -118.468017414948 34 111.4
"5361" -120.194179634319 34 96.9
"5368" -119.966195944968 34 53.3
"5372" -119.835919551053 34 66.9
"5373" -119.803350452574 34 67.6
"5374" -119.770781354096 34 65.7
"5375" -119.738212255617 34 91.3
"5376" -119.705643157138 34 188.8
"5414" -118.468017414948 34 65
"5415" -118.435448316469 34 61.7
"5477" -120.194179634319 33.9 99.6
"5478" -120.16161053584 33.9 97.8
"5531" -118.435448316469 33.9 60.7
"5595" -120.129041437361 33.9 97.8
"5596" -120.096472338883 33.9 95.5
"5647" -118.435448316469 33.9 62.7
"5648" -118.402879217991 33.9 184.2
"5764" -118.402879217991 33.9 101.3
"5880" -118.402879217991 33.8 50.1
"5881" -118.370310119512 33.8 42
"5996" -118.402879217991 33.8 51.6
"6111" -118.435448316469 33.8 54.1
"6112" -118.402879217991 33.8 52.6
"6227" -118.435448316469 33.8 54.9
"6344" -118.402879217991 33.7 117.9
"6345" -118.370310119512 33.7 128.4
"6348" -118.272602824076 33.7 88.2
"6349" -118.240033725597 33.7 87.4
"6350" -118.207464627119 33.7 84.1
"6351" -118.17489552864 33.7 79.6
"6354" -118.077188233204 33.7 83.3
"6462" -118.337741021033 33.7 128.4
"6463" -118.305171922555 33.7 101.8
"6464" -118.272602824076 33.7 87.7
"6470" -118.077188233204 33.7 79.7
"6471" -118.044619134725 33.7 82.6
"6587" -118.044619134725 33.7 80.8
"6588" -118.012050036247 33.7 83
"6704" -118.012050036247 33.7 75
"6705" -117.979480937768 33.7 82.2
"6821" -117.979480937768 33.6 82.2
"6822" -117.946911839289 33.6 80.6
"6938" -117.946911839289 33.6 82.5
"6939" -117.91434274081 33.6 80.1
"6940" -117.881773642332 33.6 81.4
"7057" -117.849204543853 33.6 73.5
"7058" -117.816635445374 33.6 76
"7174" -117.816635445374 33.5 68.2
"7175" -117.784066346896 33.5 66.3
"7291" -117.784066346896 33.5 70
"7292" -117.751497248417 33.5 54.2
"7369" -119.021692089086 33.5 156.6
"7408" -117.751497248417 33.5 74.7
"7409" -117.718928149938 33.5 78.6
"7485" -119.021692089086 33.5 147.9
"7498" -118.598293808863 33.5 59.2
"7499" -118.565724710384 33.5 93.2
"7525" -117.718928149938 33.5 74.3
"7526" -117.68635905146 33.5 61.4
"7614" -118.598293808863 33.4 263.5
"7615" -118.565724710384 33.4 140.1
"7616" -118.533155611906 33.4 76.6
"7617" -118.500586513427 33.4 55.3
"7642" -117.68635905146 33.4 43
"7643" -117.653789952981 33.4 56.4
"7644" -117.621220854502 33.4 51.7
"7732" -118.533155611906 33.4 76.2
"7733" -118.500586513427 33.4 80.5
"7734" -118.468017414948 33.4 83.9
"7735" -118.435448316469 33.4 68.4
"7736" -118.402879217991 33.4 51.3
"7737" -118.370310119512 33.4 113.4
"7760" -117.621220854502 33.4 51.6
"7849" -118.500586513427 33.4 94.6
"7850" -118.468017414948 33.4 71
"7853" -118.370310119512 33.4 124.8
"7877" -117.588651756024 33.4 52.4
"7965" -118.500586513427 33.4 74.2
"7966" -118.468017414948 33.4 119.3
"7969" -118.370310119512 33.4 135.6
"7970" -118.337741021033 33.4 62.6
"7994" -117.556082657545 33.4 55.2
"7995" -117.523513559066 33.4 60.8
"8081" -118.500586513427 33.3 64.9
"8082" -118.468017414948 33.3 73.7
"8086" -118.337741021033 33.3 86.7
"8087" -118.305171922555 33.3 64.1
"8111" -117.523513559066 33.3 52.5
"8112" -117.490944460588 33.3 61.9
"8203" -118.305171922555 33.3 140.8
"8228" -117.490944460588 33.3 52.5
"8229" -117.458375362109 33.3 52.2
"8345" -117.458375362109 33.3 48.6
"8461" -117.458375362109 33.3 51.4
"8462" -117.42580626363 33.3 50.9
"8578" -117.42580626363 33.2 48.2
"8579" -117.393237165151 33.2 50.3
"8695" -117.393237165151 33.2 41
"8928" -117.360668066673 33.1 218.2
"8929" -117.328098968194 33.1 222.2
"9045" -117.328098968194 33.1 184.5
"9161" -117.328098968194 33.1 166.9
"9162" -117.295529869715 33.1 198.9
"9278" -117.295529869715 33.1 198.9
"9394" -117.295529869715 33 189.6
"9510" -117.295529869715 33 209.2
"9511" -117.262960771237 33 212.9
"9627" -117.262960771237 33 122.6
"9743" -117.262960771237 33 195.7
"9859" -117.262960771237 32.9 146.3
"9975" -117.262960771237 32.9 205.7
"9976" -117.230391672758 32.9 195.7
"10091" -117.262960771237 32.9 195.7
"10092" -117.230391672758 32.9 202.2
"10169" -118.500586513427 32.8 47.6
"10207" -117.262960771237 32.8 39.7
"10289" -118.370310119512 32.8 53
