"x" "y" "layer"
"10525" -117.143350967883 32.6 83.1
"10646" -117.143350967883 32.6 81.3
"10767" -117.143350967883 32.6 43.5
"10768" -117.111042562362 32.6 43.5
"10888" -117.143350967883 32.6 43.5
"10889" -117.111042562362 32.6 43.4
"11010" -117.111042562362 32.5 80.9
"11131" -117.111042562362 32.5 43.1
"11252" -117.111042562362 32.5 42.6
"11367" -117.304892995489 32.4 82.6
"11373" -117.111042562362 32.4 43.5
"11490" -117.240276184447 32.4 77
"11611" -117.240276184447 32.4 73
"11616" -117.078734156841 32.4 80.8
"11737" -117.078734156841 32.4 80.7
