"x" "y" "layer"
"4510" -119.897024746444 34 288.6
"4511" -119.864547785122 34 86.4
"4539" -118.955192868089 34 133.1
"4540" -118.922715906766 34 54.8
"4541" -118.890238945443 34 53.4
"4542" -118.857761984121 34 52.9
"4549" -118.630423254862 34 44.6
"4550" -118.59794629354 34 110.7
"4551" -118.565469332217 34 105.2
"4552" -118.532992370895 34 47
"4631" -119.897024746444 34 91.9
"4632" -119.864547785122 34 88.4
"4641" -119.572255133218 34 203.4
"4642" -119.539778171896 34 85.7
"4645" -119.442347287928 34 104.3
"4646" -119.409870326605 34 86.5
"4647" -119.377393365283 34 94.9
"4648" -119.34491640396 34 123.1
"4664" -118.825285022798 34 53.8
"4742" -120.221794359671 34 41.8
"4749" -119.994455630412 34 297.6
"4752" -119.897024746444 34 62.1
"4753" -119.864547785122 34 73.7
"4758" -119.702162978509 34 103.9
"4759" -119.669686017186 34 72.3
"4760" -119.637209055863 34 65.3
"4761" -119.604732094541 34 112.2
"4762" -119.572255133218 34 140.3
"4796" -118.468038448249 34 43.9
"4863" -120.221794359671 34 42
"4864" -120.189317398348 34 42.4
"4870" -119.994455630412 34 275.5
"4874" -119.864547785122 34 315.2
"4875" -119.832070823799 34 176.4
"4876" -119.799593862477 34 325.6
"4877" -119.767116901154 34 54
"4878" -119.734639939831 34 65.7
"4879" -119.702162978509 34 88
"4917" -118.468038448249 34 137.8
"4918" -118.435561486927 34 124.5
"4985" -120.189317398348 33.9 41.9
"4986" -120.156840437025 33.9 42.4
"4992" -119.96197866909 33.9 42
"5039" -118.435561486927 33.9 129.2
"5107" -120.156840437025 33.9 42.3
"5108" -120.124363475703 33.9 44.6
"5109" -120.09188651438 33.9 43.6
"5110" -120.059409553057 33.9 41.8
"5160" -118.435561486927 33.9 136.4
"5161" -118.403084525604 33.9 124.7
"5282" -118.403084525604 33.9 43.9
"5403" -118.403084525604 33.9 44.2
"5524" -118.403084525604 33.8 44.1
"5525" -118.370607564281 33.8 42.5
"5645" -118.403084525604 33.8 43.8
"5765" -118.435561486927 33.8 47.2
"5766" -118.403084525604 33.8 44.6
"5772" -118.208222757668 33.8 47
"5773" -118.175745796346 33.8 47.6
"5887" -118.403084525604 33.7 45.8
"5888" -118.370607564281 33.7 45.3
"5889" -118.338130602959 33.7 46.9
"5891" -118.273176680314 33.7 47
"5892" -118.240699718991 33.7 46.8
"5893" -118.208222757668 33.7 47.6
"5895" -118.143268835023 33.7 47.6
"5896" -118.110791873701 33.7 47.5
"5897" -118.078314912378 33.7 48.1
"6010" -118.338130602959 33.7 46.4
"6011" -118.305653641636 33.7 46.2
"6012" -118.273176680314 33.7 46.9
"6018" -118.078314912378 33.7 46.6
"6019" -118.045837951055 33.7 47.6
"6262" -118.013360989733 33.7 47.6
"6263" -117.98088402841 33.7 51.3
"6384" -117.98088402841 33.6 48
"6385" -117.948407067087 33.6 260
"6506" -117.948407067087 33.6 203.1
"6507" -117.915930105765 33.6 192.7
"6508" -117.883453144442 33.6 154.7
"6629" -117.883453144442 33.6 155.3
"6630" -117.85097618312 33.6 137.1
"6631" -117.818499221797 33.6 52.3
"6752" -117.818499221797 33.6 112.5
"6753" -117.786022260474 33.6 102.3
"6874" -117.786022260474 33.5 57
"6875" -117.753545299152 33.5 126.9
"6996" -117.753545299152 33.5 68
"6997" -117.721068337829 33.5 100.7
"7091" -118.59794629354 33.5 91.6
"7117" -117.753545299152 33.5 225.6
"7118" -117.721068337829 33.5 56.2
"7212" -118.59794629354 33.4 91.9
"7213" -118.565469332217 33.4 191.9
"7214" -118.532992370895 33.4 99.5
"7215" -118.500515409572 33.4 68.1
"7239" -117.721068337829 33.4 190.1
"7241" -117.656114415184 33.4 165.9
"7242" -117.623637453861 33.4 212.7
"7335" -118.532992370895 33.4 149
"7336" -118.500515409572 33.4 65.6
"7337" -118.468038448249 33.4 93.2
"7338" -118.435561486927 33.4 75.3
"7339" -118.403084525604 33.4 69.1
"7340" -118.370607564281 33.4 87.1
"7363" -117.623637453861 33.4 137.4
"7457" -118.500515409572 33.4 81
"7458" -118.468038448249 33.4 74.4
"7461" -118.370607564281 33.4 87.8
"7484" -117.623637453861 33.4 228.8
"7485" -117.591160492539 33.4 144.2
"7578" -118.500515409572 33.4 91
"7579" -118.468038448249 33.4 48.6
"7583" -118.338130602959 33.4 93.8
"7606" -117.591160492539 33.4 156.6
"7607" -117.558683531216 33.4 78.9
"7608" -117.526206569893 33.4 194.8
"7699" -118.500515409572 33.3 47.6
"7700" -118.468038448249 33.3 99
"7704" -118.338130602959 33.3 222.5
"7705" -118.305653641636 33.3 80.3
"7729" -117.526206569893 33.3 129.7
"7730" -117.493729608571 33.3 77.8
"7821" -118.468038448249 33.3 209.1
"7822" -118.435561486927 33.3 203.4
"7823" -118.403084525604 33.3 51
"7824" -118.370607564281 33.3 51.5
"7825" -118.338130602959 33.3 52.5
"7826" -118.305653641636 33.3 171
"7851" -117.493729608571 33.3 103.1
"7852" -117.461252647248 33.3 142.7
"7973" -117.461252647248 33.3 91.8
"8094" -117.461252647248 33.3 91.1
"8095" -117.428775685926 33.3 59.2
"8216" -117.428775685926 33.2 97.5
"8217" -117.396298724603 33.2 112.8
"8338" -117.396298724603 33.2 102
"8459" -117.396298724603 33.2 63.9
"8460" -117.36382176328 33.2 120.5
"8581" -117.36382176328 33.1 115.8
"8582" -117.331344801958 33.1 62
"8703" -117.331344801958 33.1 114.3
"8824" -117.331344801958 33.1 104.5
"8825" -117.298867840635 33.1 61.9
"8946" -117.298867840635 33.1 106.5
"9067" -117.298867840635 33 108.8
"9188" -117.298867840635 33 103.5
"9189" -117.266390879313 33 105
"9310" -117.266390879313 33 120.9
"9431" -117.266390879313 33 109.6
"9552" -117.266390879313 32.9 85.7
"9673" -117.266390879313 32.9 79.3
"9794" -117.266390879313 32.9 63.3
"9795" -117.23391391799 32.9 91.9
"9914" -117.298867840635 32.9 85.3
"9915" -117.266390879313 32.9 61.4
"10035" -117.298867840635 32.8 63.9
"10036" -117.266390879313 32.8 61
"10157" -117.266390879313 32.8 81.2
"10158" -117.23391391799 32.8 63.9
"10278" -117.266390879313 32.8 64.9
"10279" -117.23391391799 32.8 85.2
"10399" -117.266390879313 32.7 85.1
"10400" -117.23391391799 32.7 74.3
"10520" -117.266390879313 32.7 63.9
"10641" -117.266390879313 32.7 75
"10642" -117.23391391799 32.7 87.4
"10763" -117.23391391799 32.7 90.2
"10765" -117.168959995345 32.7 63.9
"10766" -117.136483034022 32.7 63.9
"10887" -117.136483034022 32.6 84.6
"11008" -117.136483034022 32.6 87.1
"11009" -117.104006072699 32.6 89.6
"11129" -117.136483034022 32.6 86.6
"11250" -117.136483034022 32.6 88.8
"11251" -117.104006072699 32.6 89.1
"11372" -117.104006072699 32.5 88.7
"11493" -117.104006072699 32.5 89.1
"11614" -117.104006072699 32.5 89.6
"11729" -117.298867840635 32.4 81.4
"11851" -117.266390879313 32.4 81.5
"11852" -117.23391391799 32.4 77.5
"11977" -117.104006072699 32.4 75.9
"11978" -117.071529111377 32.4 76.2
"12099" -117.071529111377 32.4 75.3
"12220" -117.071529111377 32.3 83.4
"12342" -117.039052150054 32.3 70.9
