"x" "y" "layer"
"5655" -119.790003705794 34.4 70.2
"5656" -119.757368483879 34.4 54
"5657" -119.724733261965 34.4 61
"5658" -119.692098040051 34.4 47.6
"5659" -119.659462818137 34.4 46.9
"5660" -119.626827596223 34.4 47
"5661" -119.594192374309 34.4 46.6
"5662" -119.561557152395 34.4 163.6
"5663" -119.528921930481 34.4 73.5
"5804" -119.724733261965 34.4 71.3
"5810" -119.528921930481 34.4 137.8
"5811" -119.496286708567 34.4 61.1
"5812" -119.463651486652 34.4 66.9
"5813" -119.431016264738 34.4 166.1
"5959" -119.463651486652 34.4 149.5
"5960" -119.431016264738 34.4 85.9
"5961" -119.398381042824 34.4 146.3
"6107" -119.431016264738 34.3 67.3
"6108" -119.398381042824 34.3 52.7
"6109" -119.36574582091 34.3 69.3
"6256" -119.36574582091 34.3 69.1
"6257" -119.333110598996 34.3 63.3
"6404" -119.333110598996 34.3 51.5
"6405" -119.300475377082 34.3 57.1
"6406" -119.267840155168 34.3 53.8
"6553" -119.267840155168 34.2 53
"6700" -119.267840155168 34.2 55.5
"6701" -119.235204933254 34.2 41.5
"6847" -119.267840155168 34.2 54.9
"6848" -119.235204933254 34.2 52.6
"6995" -119.235204933254 34.2 52.6
"6996" -119.20256971134 34.2 60.5
"7142" -119.235204933254 34.1 64.8
"7143" -119.20256971134 34.1 42.8
"7144" -119.169934489425 34.1 57.8
"7291" -119.169934489425 34.1 64.4
"7292" -119.137299267511 34.1 58.6
"7293" -119.104664045597 34.1 63.9
"7294" -119.072028823683 34.1 64
"7441" -119.072028823683 34.1 63.2
"7442" -119.039393601769 34.1 64.9
"7562" -119.92054459345 34.1 51.7
"7563" -119.887909371536 34.1 46.6
"7590" -119.006758379855 34.1 66.4
"7591" -118.974123157941 34.1 62.9
"7592" -118.941487936027 34.1 66.2
"7710" -119.887909371536 34 55.7
"7846" -120.246896812591 34 47.5
"7857" -119.887909371536 34 62.4
"7864" -119.659462818137 34 232.3
"7865" -119.626827596223 34 66.8
"7994" -120.214261590677 34 48.2
"8001" -119.985815037278 34 53.7
"8004" -119.887909371536 34 55.2
"8005" -119.855274149622 34 55.2
"8006" -119.822638927708 34 117.5
"8007" -119.790003705794 34 142.2
"8008" -119.757368483879 34 56.2
"8009" -119.724733261965 34 68.3
"8010" -119.692098040051 34 59.4
"8011" -119.659462818137 34 77.2
"8012" -119.626827596223 34 88.2
"8141" -120.214261590677 33.9 50.7
"8142" -120.181626368763 33.9 50.3
"8147" -120.018450259192 33.9 50.2
"8148" -119.985815037278 33.9 68.1
"8149" -119.953179815364 33.9 50.9
"8153" -119.822638927708 33.9 71.1
"8154" -119.790003705794 33.9 60.7
"8155" -119.757368483879 33.9 131.4
"8156" -119.724733261965 33.9 87.6
"8289" -120.181626368763 33.9 50.7
"8290" -120.148991146849 33.9 72.8
"8291" -120.116355924935 33.9 68
"8292" -120.083720703021 33.9 60.1
"8293" -120.051085481106 33.9 50.1
"8294" -120.018450259192 33.9 69.9
"8437" -120.148991146849 33.9 67.8
"8438" -120.116355924935 33.9 49.1
"8439" -120.083720703021 33.9 72.4
"9225" -118.419324385401 33.8 279.9
"9230" -118.25614827583 33.8 222.2
"9232" -118.190877832002 33.8 212.9
"9233" -118.158242610088 33.8 198.9
"9234" -118.125607388174 33.8 192.6
"9372" -118.419324385401 33.7 281.5
"9374" -118.354053941573 33.7 189.4
"9375" -118.321418719659 33.7 237
"9377" -118.25614827583 33.7 219.6
"9378" -118.223513053916 33.7 226.4
"9379" -118.190877832002 33.7 212.9
"9381" -118.125607388174 33.7 209.2
"9382" -118.09297216626 33.7 205.7
"9383" -118.060336944346 33.7 161.8
"9522" -118.321418719659 33.7 241.8
"9523" -118.288783497745 33.7 196.2
"9530" -118.060336944346 33.7 142.9
"9531" -118.027701722432 33.7 145.6
"9677" -118.060336944346 33.7 123.9
"9678" -118.027701722432 33.7 97.2
"9679" -117.995066500518 33.7 127.2
"9825" -118.027701722432 33.7 153.9
"9826" -117.995066500518 33.7 71.6
"9827" -117.962431278603 33.7 129.3
"9974" -117.962431278603 33.6 74.5
"9975" -117.929796056689 33.6 87.7
"10122" -117.929796056689 33.6 66.6
"10123" -117.897160834775 33.6 51.1
"10124" -117.864525612861 33.6 70.4
"10271" -117.864525612861 33.6 98.9
"10272" -117.831890390947 33.6 98.6
"10419" -117.831890390947 33.5 146.3
"10420" -117.799255169033 33.5 112.1
"10421" -117.766619947119 33.5 113.1
"10568" -117.766619947119 33.5 136.7
"10569" -117.733984725205 33.5 150
"10676" -119.039393601769 33.5 49.4
"10689" -118.615135716886 33.5 68.5
"10716" -117.733984725205 33.5 92.2
"10836" -118.615135716886 33.5 162.2
"10837" -118.582500494972 33.5 135.5
"10863" -117.733984725205 33.5 139.5
"10864" -117.701349503291 33.5 141.7
"10984" -118.582500494972 33.4 168.8
"10985" -118.549865273057 33.4 68.7
"10986" -118.517230051143 33.4 65.6
"10987" -118.484594829229 33.4 78.6
"10989" -118.419324385401 33.4 44.4
"11013" -117.636079059462 33.4 61
"11134" -118.484594829229 33.4 66.8
"11136" -118.419324385401 33.4 64.5
"11137" -118.386689163487 33.4 146.3
"11138" -118.354053941573 33.4 320.1
"11161" -117.603443837548 33.4 61.5
"11281" -118.484594829229 33.4 84
"11282" -118.451959607315 33.4 39.7
"11284" -118.386689163487 33.4 214.3
"11285" -118.354053941573 33.4 92
"11308" -117.603443837548 33.4 41.5
"11432" -118.354053941573 33.4 135.4
"11433" -118.321418719659 33.4 79.9
"11457" -117.53817339372 33.4 41
"11576" -118.451959607315 33.3 44.6
"11578" -118.386689163487 33.3 42
"11579" -118.354053941573 33.3 41
"11580" -118.321418719659 33.3 83.7
"11581" -118.288783497745 33.3 45.1
"11605" -117.505538171806 33.3 69.1
"11606" -117.472902949892 33.3 40.1
"11726" -118.354053941573 33.3 41.4
"11727" -118.321418719659 33.3 77.2
"11753" -117.472902949892 33.3 67.8
"11900" -117.472902949892 33.3 59.2
"11901" -117.440267727978 33.3 64.5
"12048" -117.440267727978 33.2 65.9
"12049" -117.407632506064 33.2 67.4
"12196" -117.407632506064 33.2 58.1
"12343" -117.407632506064 33.2 39.7
"12344" -117.374997284149 33.2 69.4
"12491" -117.374997284149 33.2 61.9
"12492" -117.342362062235 33.2 68.5
"12639" -117.342362062235 33.1 56.3
"12786" -117.342362062235 33.1 57.6
"12787" -117.309726840321 33.1 55
"13817" -117.277091618407 32.9 63.7
"14700" -117.244456396493 32.8 61.3
