"x" "y" "layer"
"4165" -120.621566282606 34.8 134.5
"4303" -120.621566282606 34.8 79.7
"4441" -120.621566282606 34.8 224.3
"4578" -120.654141166107 34.8 486.7
"4579" -120.621566282606 34.8 188.3
"4717" -120.621566282606 34.7 94.9
"4855" -120.621566282606 34.7 90.4
"4856" -120.588991399104 34.7 84.7
"4993" -120.621566282606 34.7 74.9
"4994" -120.588991399104 34.7 104.4
"5131" -120.621566282606 34.7 55.7
"5269" -120.621566282606 34.6 54.9
"5544" -120.654141166107 34.6 312.1
"5546" -120.588991399104 34.6 303.7
"5683" -120.621566282606 34.5 563.6
"5684" -120.588991399104 34.5 407.4
"5685" -120.556416515603 34.5 176.1
"5686" -120.523841632101 34.5 165.3
"5824" -120.523841632101 34.5 116.6
"5825" -120.491266748599 34.5 128.2
"5963" -120.491266748599 34.5 279.9
"6101" -120.491266748599 34.5 76
"6102" -120.458691865098 34.5 55.2
"6103" -120.426116981596 34.5 59.2
"6104" -120.393542098095 34.5 89.7
"6105" -120.360967214593 34.5 57.8
"6106" -120.328392331092 34.5 89.6
"6107" -120.29581744759 34.5 72.7
"6108" -120.263242564088 34.5 66
"6109" -120.230667680587 34.5 55
"6110" -120.198092797085 34.5 56.7
"6111" -120.165517913584 34.5 61.1
"6112" -120.132943030082 34.5 46.5
"6113" -120.100368146581 34.5 47.3
"6240" -120.458691865098 34.4 57
"6241" -120.426116981596 34.4 94.8
"6255" -119.970068612574 34.4 39.4
"6256" -119.937493729073 34.4 39.5
"6403" -119.644319777559 34.4 158.5
"6404" -119.611744894057 34.4 75.8
"6405" -119.579170010556 34.4 149.3
"6406" -119.546595127054 34.4 70.8
"6407" -119.514020243552 34.4 166.8
"6544" -119.546595127054 34.4 87.2
"6545" -119.514020243552 34.4 61.4
"6546" -119.481445360051 34.4 72.1
"6547" -119.448870476549 34.4 101.2
"6685" -119.448870476549 34.4 81
"6686" -119.416295593048 34.4 117.1
"6824" -119.416295593048 34.3 84
"6825" -119.383720709546 34.3 71
"6826" -119.351145826045 34.3 80.9
"6964" -119.351145826045 34.3 64.5
"7381" -119.25342117554 34.2 40.1
"7519" -119.25342117554 34.2 40.1
"7657" -119.25342117554 34.2 40.1
"7658" -119.220846292038 34.2 40.1
"7796" -119.220846292038 34.1 40.1
"7797" -119.188271408537 34.1 40.1
"7798" -119.155696525035 34.1 40.1
"7936" -119.155696525035 34.1 39.9
"7937" -119.123121641534 34.1 40.1
"8050" -119.937493729073 34.1 312.1
"8188" -119.937493729073 34.1 323.6
"8189" -119.904918845571 34.1 218.2
"8327" -119.904918845571 34 241.8
"8328" -119.87234396207 34 61.1
"8358" -118.895097457023 34 48.3
"8359" -118.862522573521 34 207.3
"8360" -118.82994769002 34 304.6
"8362" -118.764797923016 34 322.6
"8363" -118.732223039515 34 332.1
"8364" -118.699648156013 34 305.1
"8365" -118.667073272512 34 168.2
"8366" -118.63449838901 34 313.6
"8370" -118.504198855004 34 283.5
"8461" -120.035218379577 34 557.6
"8466" -119.87234396207 34 130.5
"8473" -119.644319777559 34 56.7
"8475" -119.579170010556 34 57.8
"8476" -119.546595127054 34 57.6
"8480" -119.416295593048 34 56.8
"8498" -118.82994769002 34 340.4
"8499" -118.797372806518 34 363.8
"8508" -118.504198855004 34 276.5
"8509" -118.471623971502 34 270.4
"8601" -119.970068612574 34 353.8
"8604" -119.87234396207 34 106.2
"8605" -119.839769078568 34 82.8
"8606" -119.807194195067 34 203.6
"8607" -119.774619311565 34 107.9
"8608" -119.742044428063 34 79.3
"8609" -119.709469544562 34 138.8
"8610" -119.67689466106 34 42.3
"8611" -119.644319777559 34 52.1
"8612" -119.611744894057 34 57.7
"8647" -118.471623971502 34 155.3
"8738" -120.002643496076 34 277.5
"8739" -119.970068612574 34 364.4
"8743" -119.839769078568 34 159.9
"8744" -119.807194195067 34 100.8
"8745" -119.774619311565 34 86.5
"8746" -119.742044428063 34 73.9
"8747" -119.709469544562 34 103.1
"8785" -118.471623971502 34 45.8
"8786" -118.439049088001 34 304.6
"8871" -120.165517913584 33.9 481.8
"8872" -120.132943030082 33.9 378.8
"8874" -120.067793263079 33.9 347.8
"8875" -120.035218379577 33.9 187.3
"8924" -118.439049088001 33.9 306.7
"8925" -118.406474204499 33.9 48
"9010" -120.132943030082 33.9 167.5
"9011" -120.100368146581 33.9 443.3
"9012" -120.067793263079 33.9 461.8
"9062" -118.439049088001 33.9 48.9
"9063" -118.406474204499 33.9 296
"9201" -118.406474204499 33.9 344.8
"9339" -118.406474204499 33.8 329.8
"9477" -118.406474204499 33.8 354.6
"9614" -118.439049088001 33.8 408.3
"9752" -118.439049088001 33.8 367.3
"9753" -118.406474204499 33.8 344.3
"9891" -118.406474204499 33.7 408.3
"9892" -118.373899320998 33.7 366.3
"9893" -118.341324437496 33.7 333.3
"9900" -118.113300252985 33.7 366.3
"9901" -118.080725369484 33.7 285.6
"10032" -118.308749553995 33.7 333.3
"10039" -118.080725369484 33.7 253.8
"10040" -118.048150485982 33.7 149.8
"10178" -118.048150485982 33.7 203.2
"10179" -118.01557560248 33.7 117.8
"10317" -118.01557560248 33.7 115.9
"10318" -117.983000718979 33.7 113.1
"10456" -117.983000718979 33.6 123.9
"10457" -117.950425835477 33.6 189.8
"10596" -117.917850951976 33.6 236.3
"10597" -117.885276068474 33.6 219.6
"10598" -117.852701184973 33.6 240
"10736" -117.852701184973 33.6 219.7
"10737" -117.820126301471 33.6 218
"10875" -117.820126301471 33.5 152
"10876" -117.787551417969 33.5 134.4
"11015" -117.754976534468 33.5 229.2
"11265" -118.601923505509 33.5 59.9
"11266" -118.569348622007 33.5 59.5
"11292" -117.722401650966 33.5 130.7
"11293" -117.689826767465 33.5 151.3
"11294" -117.657251883963 33.5 169.7
"11404" -118.569348622007 33.4 83.8
"11405" -118.536773738505 33.4 130
"11406" -118.504198855004 33.4 68.6
"11408" -118.439049088001 33.4 82.5
"11409" -118.406474204499 33.4 80.4
"11432" -117.657251883963 33.4 107.2
"11433" -117.624677000462 33.4 120.5
"11544" -118.504198855004 33.4 75.3
"11545" -118.471623971502 33.4 82.8
"11546" -118.439049088001 33.4 67.4
"11547" -118.406474204499 33.4 67.3
"11548" -118.373899320998 33.4 87
"11683" -118.471623971502 33.4 63.3
"11820" -118.504198855004 33.4 67.2
"11821" -118.471623971502 33.4 68.4
"11825" -118.341324437496 33.4 124.1
"11826" -118.308749553995 33.4 150
"11963" -118.341324437496 33.3 69
"11964" -118.308749553995 33.3 65.2
"12101" -118.341324437496 33.3 141
"12102" -118.308749553995 33.3 150.7
"12127" -117.494377466455 33.3 110.9
"12128" -117.461802582954 33.3 41.5
"12266" -117.461802582954 33.3 41.5
"12544" -117.396652815951 33.2 80.4
"12682" -117.396652815951 33.2 93.6
"12683" -117.364077932449 33.2 100.4
"12821" -117.364077932449 33.2 85.5
"12959" -117.364077932449 33.1 102.7
"12960" -117.331503048948 33.1 80.5
"13098" -117.331503048948 33.1 76.6
"13236" -117.331503048948 33.1 91
"13237" -117.298928165446 33.1 88.9
"13375" -117.298928165446 33.1 71.2
"13513" -117.298928165446 33 54
"13652" -117.266353281944 33 97.7
"13790" -117.266353281944 33 54.3
"13928" -117.266353281944 33 93.1
"14066" -117.266353281944 32.9 53.6
"14204" -117.266353281944 32.9 54.8
"14342" -117.266353281944 32.9 53.9
"14343" -117.233778398443 32.9 42.5
"14479" -117.298928165446 32.8 54.8
"14480" -117.266353281944 32.8 49.7
"14618" -117.266353281944 32.8 45
"14756" -117.266353281944 32.8 52.7
"14757" -117.233778398443 32.8 45.2
"14894" -117.266353281944 32.8 74.5
"14895" -117.233778398443 32.8 52.5
"15032" -117.266353281944 32.7 68.7
"15033" -117.233778398443 32.7 39.7
"15170" -117.266353281944 32.7 72.5
"15308" -117.266353281944 32.7 75.2
"15309" -117.233778398443 32.7 53.3
"15588" -117.136053747938 32.6 53
"15726" -117.136053747938 32.6 52.9
"15864" -117.136053747938 32.6 52.1
"16002" -117.136053747938 32.5 52.3
"16140" -117.136053747938 32.5 52.3
"16279" -117.103478864437 32.5 45.2
"16417" -117.103478864437 32.5 45.2
"16549" -117.298928165446 32.4 46.7
"16550" -117.266353281944 32.4 46.3
"16689" -117.233778398443 32.4 46.3
"16832" -117.070903980935 32.4 45.1
"17108" -117.070903980935 32.3 44.1
"17109" -117.038329097433 32.3 45.2
"17247" -117.038329097433 32.3 44.5
"17385" -117.038329097433 32.3 45.1
"17386" -117.005754213932 32.3 45.2
"17525" -116.97317933043 32.2 45.2
"17526" -116.940604446929 32.2 44.5
"17664" -116.940604446929 32.2 44.6
